user_id,correct,correct_predictions,state_predictions
norway22101,0,1.870680998590449e-05,7.972362822722021e-57
norway22104,0,1.870680998590449e-05,7.972362822722021e-57
norway22104,1,0.2881836394383598,0.28894295798683856
norway22104,0,0.3335867077077502,0.33446861139573036
norway22104,1,0.2882445750093774,0.2890040580796772
norway22104,0,0.3335867083308441,0.33446861202050665
norway22104,1,0.28824457500954814,0.2890040580798484
norway22104,1,0.3335867083308441,0.33446861202050665
norway22107,1,0.9973260460720832,1.0
norway22107,0,0.33358880346078595,0.33447071280715424
norway22107,0,0.2882445755838591,0.28900405865570994
norway22107,0,0.2882329377817024,0.28899238943229355
norway22107,1,0.28823293498514124,0.28899238662818183
norway22107,1,0.33358670821183994,0.33446861190118116
norway22107,1,0.33358710887020293,0.334469013641294
norway22113,0,1.870680998590449e-05,7.972362822722021e-57
norway22113,1,0.2881836394383598,0.28894295798683856
norway22113,0,0.3335867077077502,0.33446861139573036
norway22113,0,0.2882445750093774,0.2890040580796772
norway22113,0,0.2882329377815644,0.28899238943215516
norway22113,0,0.28823293498514124,0.28899238662818183
norway22113,0,0.28823293498446917,0.288992386627508
norway22114,0,1.870680998590449e-05,7.972362822722021e-57
norway22114,1,0.2881836394383598,0.28894295798683856
norway22114,0,0.3335867077077502,0.33446861139573036
norway22114,1,0.2882445750093774,0.2890040580796772
norway22114,0,0.3335867083308441,0.33446861202050665
norway22114,1,0.28824457500954814,0.2890040580798484
norway22114,1,0.3335867083308441,0.33446861202050665
norway22115,0,1.870680998590449e-05,7.972362822722021e-57
norway22115,0,0.2881836394383598,0.28894295798683856
norway22115,0,0.2882329231397748,0.28899237475083367
norway22115,0,0.2882329349816229,0.288992386624654
norway22115,0,0.28823293498446834,0.28899238662750715
norway22115,0,0.28823293498446906,0.28899238662750787
norway22115,0,0.28823293498446906,0.28899238662750787
norway22116,0,1.870680998590449e-05,7.972362822722021e-57
norway22116,0,0.2881836394383598,0.28894295798683856
norway22116,0,0.2882329231397748,0.28899237475083367
norway22116,0,0.2882329349816229,0.288992386624654
norway22116,0,0.28823293498446834,0.28899238662750715
norway22117,0,1.870680998590449e-05,7.972362822722021e-57
norway22117,0,0.2881836394383598,0.28894295798683856
norway22117,0,0.2882329231397748,0.28899237475083367
norway22117,1,0.2882329349816229,0.288992386624654
norway22117,0,0.3335867082118399,0.3344686119011811
norway22117,1,0.28824457500951556,0.2890040580798157
norway22117,1,0.3335867083308441,0.33446861202050665
norway22118,0,1.870680998590449e-05,7.972362822722021e-57
norway22118,0,0.2881836394383598,0.28894295798683856
norway22118,0,0.2882329231397748,0.28899237475083367
norway22118,0,0.2882329349816229,0.288992386624654
norway22118,0,0.28823293498446834,0.28899238662750715
norway22118,0,0.28823293498446906,0.28899238662750787
norway22118,0,0.28823293498446906,0.28899238662750787
norway22126,0,1.870680998590449e-05,7.972362822722021e-57
norway22126,1,0.2881836394383598,0.28894295798683856
norway22126,0,0.3335867077077502,0.33446861139573036
norway22127,0,1.870680998590449e-05,7.972362822722021e-57
norway22127,1,0.2881836394383598,0.28894295798683856
norway22127,0,0.3335867077077502,0.33446861139573036
norway22128,1,0.9973260460720832,1.0
norway22128,0,0.33358880346078595,0.33447071280715424
norway22128,0,0.2882445755838591,0.28900405865570994
norway22128,0,0.2882329377817024,0.28899238943229355
norway22128,1,0.28823293498514124,0.28899238662818183
norway22128,0,0.33358670821183994,0.33446861190118116
norway22128,0,0.28824457500951556,0.2890040580798157
norway22130,0,1.870680998590449e-05,7.972362822722021e-57
norway22130,0,0.2881836394383598,0.28894295798683856
norway22130,0,0.2882329231397748,0.28899237475083367
norway22130,1,0.2882329349816229,0.288992386624654
norway22130,0,0.3335867082118399,0.3344686119011811
norway22130,1,0.28824457500951556,0.2890040580798157
norway22130,0,0.3335867083308441,0.33446861202050665
norway22131,0,1.870680998590449e-05,7.972362822722021e-57
norway22131,0,0.2881836394383598,0.28894295798683856
norway22133,1,0.9973260460720832,1.0
norway22133,1,0.33358880346078595,0.33447071280715424
norway22133,1,0.33358710888619586,0.3344690136573301
norway22133,0,0.3335871088732613,0.33446901364436066
norway22133,0,0.2882445751193434,0.2890040581899401
norway22135,0,1.870680998590449e-05,7.972362822722021e-57
norway22135,1,0.2881836394383598,0.28894295798683856
norway22135,0,0.3335867077077502,0.33446861139573036
norway22135,1,0.2882445750093774,0.2890040580796772
norway22135,1,0.3335867083308441,0.33446861202050665
norway22135,0,0.3335871088702039,0.33446901364129494
norway22135,0,0.28824457511934265,0.28900405818993935
norway22137,0,1.870680998590449e-05,7.972362822722021e-57
norway22138,0,1.870680998590449e-05,7.972362822722021e-57
norway22138,0,0.2881836394383598,0.28894295798683856
norway22138,0,0.2882329231397748,0.28899237475083367
norway22138,0,0.2882329349816229,0.288992386624654
norway22138,0,0.28823293498446834,0.28899238662750715
norway22138,0,0.28823293498446906,0.28899238662750787
norway22138,0,0.28823293498446906,0.28899238662750787
norway22139,1,0.9973260460720832,1.0
norway22139,0,0.33358880346078595,0.33447071280715424
norway22139,0,0.2882445755838591,0.28900405865570994
norway22140,0,1.870680998590449e-05,7.972362822722021e-57
norway22140,0,0.2881836394383598,0.28894295798683856
norway22140,0,0.2882329231397748,0.28899237475083367
norway22140,0,0.2882329349816229,0.288992386624654
norway22140,0,0.28823293498446834,0.28899238662750715
norway22140,0,0.28823293498446906,0.28899238662750787
norway22140,0,0.28823293498446906,0.28899238662750787
norway22141,0,1.870680998590449e-05,7.972362822722021e-57
norway22144,1,0.9973260460720832,1.0
