user_id,correct,correct_predictions,state_predictions,skill_name,class,type,order_id
norway22101,0,0.1530403713307999,0.13845227620996373,Variables and Operations,OBJ2000,Challenges,5835
norway22101,0,0.158184532850288,0.15391331618992243,Variables and Operations,OBJ2000,Challenges,5836
norway22101,0,0.16154701215689837,0.16401941935062944,Variables and Operations,OBJ2000,Challenges,5837
norway22101,0,0.16376719446291355,0.17069229057873064,Variables and Operations,OBJ2000,Challenges,5838
norway22101,0,0.16524292598520293,0.1751276769831746,Variables and Operations,OBJ2000,Challenges,5839
norway22101,0,0.1662281719835373,0.1780888841133616,Variables and Operations,OBJ2000,Challenges,5840
norway22101,0,0.16688789553658923,0.1800717169211602,Variables and Operations,OBJ2000,Challenges,5841
norway22101,-1,0.16733052055982656,0.18140204901794157,Variables and Operations,OBJ2000,Challenges,5842
norway22101,0,0.21616773156366698,0.22131744321730099,Strings,OBJ2000,Challenges,5849
norway22101,-1,0.22159524985897866,0.23632822401083106,Strings,OBJ2000,Challenges,5850
norway22101,1,0.4330401897819687,0.4983849518603335,If-Else,OBJ2000,Challenges,5872
norway22101,0,0.5068694807793183,0.7079446513285345,If-Else,OBJ2000,Challenges,5873
norway22101,1,0.45803423756852363,0.5693289508055805,If-Else,OBJ2000,Challenges,5874
norway22101,-1,0.5262423525703384,0.7629333033326272,If-Else,OBJ2000,Challenges,5875
norway22101,1,0.3268172749458217,0.37511449877200537,Arrays,OBJ2000,Challenges,5916
norway22101,0,0.4853674373403451,0.7133684783220617,Arrays,OBJ2000,Challenges,5917
norway22101,0,0.39965833038460574,0.5305150136922351,Arrays,OBJ2000,Challenges,5918
norway22101,-1,0.3107322602810169,0.34079841773291597,Arrays,OBJ2000,Challenges,5919
norway22102,0,0.1530403713307999,0.13845227620996373,Variables and Operations,OBJ2000,Challenges,9
norway22102,0,0.158184532850288,0.15391331618992243,Variables and Operations,OBJ2000,Challenges,37
norway22102,0,0.16154701215689837,0.16401941935062944,Variables and Operations,OBJ2000,Challenges,48
norway22102,1,0.16376719446291355,0.17069229057873064,Variables and Operations,OBJ2000,Challenges,117
norway22102,0,0.2718195172014386,0.4954490610375965,Variables and Operations,OBJ2000,Challenges,259
norway22102,-1,0.24794044987841768,0.4236793055260922,Variables and Operations,OBJ2000,Challenges,260
norway22102,1,0.4330401897819687,0.4983849518603335,If-Else,OBJ2000,Challenges,3024
norway22102,0,0.5068694807793183,0.7079446513285345,If-Else,OBJ2000,Challenges,3025
norway22102,1,0.45803423756852363,0.5693289508055805,If-Else,OBJ2000,Challenges,3026
norway22102,-1,0.5262423525703384,0.7629333033326272,If-Else,OBJ2000,Challenges,3027
norway22102,1,0.23978466341183619,0.15342154847719558,While Loops,OBJ2000,Challenges,3028
norway22102,0,0.37269248105439723,0.43033343592844175,While Loops,OBJ2000,Challenges,3029
norway22102,0,0.29315771090593923,0.26462367023925065,While Loops,OBJ2000,Challenges,3030
norway22102,0,0.24175463005789405,0.15752595100107847,While Loops,OBJ2000,Challenges,3031
norway22102,0,0.2142698672003291,0.10026176824618073,While Loops,OBJ2000,Challenges,3032
norway22102,-1,0.2010494866955681,0.07271725970385783,While Loops,OBJ2000,Challenges,3033
norway22103,0,0.1530403713307999,0.13845227620996373,Variables and Operations,OBJ2100,Challenges,640
norway22103,0,0.158184532850288,0.15391331618992243,Variables and Operations,OBJ2100,Challenges,648
norway22103,0,0.16154701215689837,0.16401941935062944,Variables and Operations,OBJ2100,Challenges,650
norway22103,0,0.16376719446291355,0.17069229057873064,Variables and Operations,OBJ2100,Challenges,651
norway22103,0,0.16524292598520293,0.1751276769831746,Variables and Operations,OBJ2100,Challenges,657
norway22103,-1,0.1662281719835373,0.1780888841133616,Variables and Operations,OBJ2100,Challenges,658
norway22103,0,0.4842460928974061,0.7029993954971293,Boolean Expressions,OBJ2100,Challenges,660
norway22103,1,0.41815992777292893,0.5528702527027753,Boolean Expressions,OBJ2100,Challenges,662
norway22103,1,0.5375730954929787,0.8241433168063165,Boolean Expressions,OBJ2100,Challenges,663
norway22103,-1,0.5913015207533705,0.9461991572812474,Boolean Expressions,OBJ2100,Challenges,664
norway22104,0,0.1530403713307999,0.13845227620996373,Variables and Operations,OBJ2000,Challenges,4265
norway22104,1,0.158184532850288,0.15391331618992243,Variables and Operations,OBJ2000,Challenges,4266
norway22104,0,0.26237856710899676,0.46707380371430723,Variables and Operations,OBJ2000,Challenges,4267
norway22104,0,0.23974886803873438,0.3990590882481849,Variables and Operations,OBJ2000,Challenges,4282
norway22104,0,0.22094215878814946,0.3425345637920232,Variables and Operations,OBJ2000,Challenges,4362
norway22104,0,0.2061438983427233,0.29805763679161634,Variables and Operations,OBJ2000,Challenges,4376
norway22104,1,0.19499264170583364,0.26454196586321077,Variables and Operations,OBJ2000,Challenges,4411
norway22104,-1,0.3146574848263038,0.6242007589769182,Variables and Operations,OBJ2000,Challenges,4412
norway22104,0,0.21616773156366698,0.22131744321730099,Strings,OBJ2000,Challenges,4521
norway22104,1,0.22159524985897866,0.23632822401083106,Strings,OBJ2000,Challenges,4522
norway22104,0,0.3467552837018381,0.5824808724042683,Strings,OBJ2000,Challenges,4523
norway22104,1,0.3200685233608004,0.5086738232571801,Strings,OBJ2000,Challenges,4524
norway22104,0,0.43047539836887605,0.8140239499028111,Strings,OBJ2000,Challenges,4525
norway22104,1,0.4069559746401072,0.7489767414415034,Strings,OBJ2000,Challenges,4526
norway22104,1,0.4706990518797534,0.9252697187265186,Strings,OBJ2000,Challenges,5279
norway22104,-1,0.4907648817258411,0.9807653903892154,Strings,OBJ2000,Challenges,5280
norway22104,1,0.4842460928974061,0.7029993954971293,Boolean Expressions,OBJ2000,Challenges,6787
norway22104,1,0.5705822076677326,0.8991307170566449,Boolean Expressions,OBJ2000,Challenges,6788
norway22104,1,0.6021860568335271,0.9709257557811033,Boolean Expressions,OBJ2000,Challenges,6789
norway22104,1,0.6114890540198565,0.992059543622647,Boolean Expressions,OBJ2000,Challenges,6790
norway22104,0,0.6140443154315659,0.9978643774276174,Boolean Expressions,OBJ2000,Challenges,6791
norway22104,1,0.6130931462106892,0.9957035890157974,Boolean Expressions,OBJ2000,Challenges,6792
norway22104,1,0.6144770743291846,0.998847483683121,Boolean Expressions,OBJ2000,Challenges,6793
norway22104,1,0.6148486208660365,0.9996915327057984,Boolean Expressions,OBJ2000,Challenges,6794
norway22104,0,0.6149480860659519,0.9999174896087752,Boolean Expressions,OBJ2000,Challenges,6795
norway22104,1,0.6149111658659442,0.9998336173191893,Boolean Expressions,OBJ2000,Challenges,6796
norway22104,-1,0.6149648179113671,0.9999554996461988,Boolean Expressions,OBJ2000,Challenges,6797
norway22105,1,0.1530403713307999,0.13845227620996373,Variables and Operations,OBJ2000,Challenges,534
norway22105,0,0.2530694200250722,0.4390946870597053,Variables and Operations,OBJ2000,Challenges,535
norway22105,0,0.23187440843902035,0.37539199804689155,Variables and Operations,OBJ2000,Challenges,536
norway22105,0,0.21465787073464734,0.32364681532753853,Variables and Operations,OBJ2000,Challenges,537
norway22105,0,0.20135702298255703,0.28367043859765795,Variables and Operations,OBJ2000,Challenges,538
norway22105,0,0.1914739413088863,0.25396633224272663,Variables and Operations,OBJ2000,Challenges,539
norway22105,0,0.18434097257655607,0.23252783068546476,Variables and Operations,OBJ2000,Challenges,540
norway22105,-1,0.1793002559204182,0.21737769952163108,Variables and Operations,OBJ2000,Challenges,541
norway22105,0,0.14989888232603746,0.44779825633387466,Objects and Classes,OBJ2000,Challenges,2197
norway22105,0,0.12436204927653413,0.3691600706373523,Objects and Classes,OBJ2000,Challenges,2198
norway22105,0,0.1020137747790849,0.3003407398879017,Objects and Classes,OBJ2000,Challenges,2199
norway22105,0,0.08349885352859504,0.24332584643458732,Objects and Classes,OBJ2000,Challenges,2200
norway22105,-1,0.06884366854259533,0.1981966342056517,Objects and Classes,OBJ2000,Challenges,2201
norway22107,0,0.1530403713307999,0.13845227620996373,Variables and Operations,OBJ2000,Challenges,4990
norway22107,1,0.158184532850288,0.15391331618992243,Variables and Operations,OBJ2000,Challenges,4991
norway22107,1,0.26237856710899676,0.46707380371430723,Variables and Operations,OBJ2000,Challenges,4992
norway22107,1,0.37235909610883405,0.797625896497874,Variables and Operations,OBJ2000,Challenges,4993
norway22107,0,0.4216754322159626,0.9458486615352488,Variables and Operations,OBJ2000,Challenges,4994
norway22107,1,0.4137798995745963,0.9221182352318036,Variables and Operations,OBJ2000,Challenges,5000
norway22107,1,0.43345291517541185,0.9812464876356718,Variables and Operations,OBJ2000,Challenges,5003
norway22107,-1,0.43825826424622116,0.9956892095097766,Variables and Operations,OBJ2000,Challenges,5004
