user_id,correct,correct_predictions,state_predictions,skill_name,class,type,order_id
norway22103,0,0.1614480146122958,0.053574266497279505,Variables and Operations,OBJ2100,Challenges,640
norway22103,0,0.16321434628033413,0.058848221560543125,Variables and Operations,OBJ2100,Challenges,648
norway22103,0,0.1643091876029444,0.062117224795515055,Variables and Operations,OBJ2100,Challenges,650
norway22103,0,0.16499013642021335,0.06415041795376684,Variables and Operations,OBJ2100,Challenges,651
norway22103,0,0.1654145608553747,0.0654176745167871,Variables and Operations,OBJ2100,Challenges,657
norway22103,-1,0.16567944814097452,0.06620858126797201,Variables and Operations,OBJ2100,Challenges,658
norway22103,0,0.42637289163757974,0.5544321841850007,Boolean Expressions,OBJ2100,Challenges,660
norway22103,1,0.38086948405615445,0.4264745237541516,Boolean Expressions,OBJ2100,Challenges,662
norway22103,1,0.46724644891617917,0.6693704941016151,Boolean Expressions,OBJ2100,Challenges,663
norway22103,-1,0.529571834071769,0.8446323237940422,Boolean Expressions,OBJ2100,Challenges,664
norway22113,0,0.1614480146122958,0.053574266497279505,Variables and Operations,OBJ2100,Challenges,41
norway22113,1,0.16321434628033413,0.058848221560543125,Variables and Operations,OBJ2100,Challenges,42
norway22113,0,0.20859559708105913,0.19434863848027598,Variables and Operations,OBJ2100,Challenges,44
norway22113,0,0.19411403595582352,0.15110924918414248,Variables and Operations,OBJ2100,Challenges,47
norway22113,0,0.18423836820516104,0.12162224576390736,Variables and Operations,OBJ2100,Challenges,52
norway22113,0,0.17770476514143155,0.10211405849487656,Variables and Operations,OBJ2100,Challenges,53
norway22113,0,0.1734684833575076,0.08946526768847626,Variables and Operations,OBJ2100,Challenges,55
norway22113,-1,0.17075753783122216,0.0813708621228082,Variables and Operations,OBJ2100,Challenges,56
norway22113,0,0.22085323465344056,0.07193392358058123,Strings,OBJ2100,Challenges,132
norway22113,1,0.23630630711817374,0.12350722905716476,Strings,OBJ2100,Challenges,177
norway22113,0,0.29537488742051643,0.3206435553737078,Strings,OBJ2100,Challenges,178
norway22113,0,0.28635467792272196,0.2905393789418551,Strings,OBJ2100,Challenges,179
norway22113,0,0.27974072743526546,0.2684658858112782,Strings,OBJ2100,Challenges,180
norway22113,0,0.2749964015406784,0.25263210458748514,Strings,OBJ2100,Challenges,181
norway22113,0,0.27164651306186227,0.2414521387764951,Strings,OBJ2100,Challenges,182
norway22113,-1,0.2693074989663106,0.2336458796174039,Strings,OBJ2100,Challenges,183
norway22113,1,0.42637289163757974,0.5544321841850007,Boolean Expressions,OBJ2100,Challenges,242
norway22113,0,0.5032269640216311,0.7705493459436876,Boolean Expressions,OBJ2100,Challenges,243
norway22113,0,0.463545868511845,0.658964292985193,Boolean Expressions,OBJ2100,Challenges,244
norway22113,0,0.4179006471863868,0.530607845828956,Boolean Expressions,OBJ2100,Challenges,245
norway22113,0,0.3730913760811274,0.4046021288729106,Boolean Expressions,OBJ2100,Challenges,246
norway22113,1,0.33544971397362366,0.29875205579023334,Boolean Expressions,OBJ2100,Challenges,247
norway22113,0,0.4215975247860616,0.5410036344895551,Boolean Expressions,OBJ2100,Challenges,248
norway22113,0,0.3764573448765574,0.414067386862123,Boolean Expressions,OBJ2100,Challenges,258
norway22113,0,0.33808933723230555,0.3061747969551756,Boolean Expressions,OBJ2100,Challenges,261
norway22113,0,0.3095918888417085,0.2260386704950956,Boolean Expressions,OBJ2100,Challenges,262
norway22113,-1,0.2904756262930393,0.17228286709658114,Boolean Expressions,OBJ2100,Challenges,263
norway22113,0,0.3553721745686166,0.021635206317137036,If-Else,OBJ2100,Challenges,348
