user_id,correct,correct_predictions,state_predictions,skill_name,class,type,order_id
norway22103,0,0.28315409320965323,0.3209338827316564,Variables and Operations,OBJ2100,Coding,638
norway22103,1,0.2508718438565336,0.23333398523883786,Variables and Operations,OBJ2100,Coding,639
norway22103,0,0.35344740294958354,0.5116791638393309,Variables and Operations,OBJ2100,Challenges,640
norway22103,1,0.3081443505003544,0.3887465048646007,Variables and Operations,OBJ2100,Coding,642
norway22103,1,0.41659349934019085,0.6830300356568889,Variables and Operations,OBJ2100,Coding,644
norway22103,1,0.4885990370275512,0.8784215541143381,Variables and Operations,OBJ2100,Coding,645
norway22103,1,0.5187504209581302,0.9602392153526836,Variables and Operations,OBJ2100,Coding,646
norway22103,-1,0.5288895962275136,0.9877524999613314,Variables and Operations,OBJ2100,Coding,647
norway22103,0,0.5290290167338568,0.9881308262028041,Variables and Operations,OBJ2100,Challenges,648
norway22103,0,0.5258866946379196,0.979603939167068,Variables and Operations,OBJ2100,Challenges,650
norway22103,0,0.5205725144724614,0.9651835797720212,Variables and Operations,OBJ2100,Challenges,651
norway22103,0,0.5117438894517791,0.9412265550196683,Variables and Operations,OBJ2100,Challenges,657
norway22103,-1,0.49750145187050254,0.9025788121526702,Variables and Operations,OBJ2100,Challenges,658
norway22103,0,0.3188125842183601,0.3733819100872885,Boolean Expressions,OBJ2100,Challenges,660
norway22103,1,0.24832543169943308,0.22053785547976154,Boolean Expressions,OBJ2100,Challenges,662
norway22103,1,0.39705155478131277,0.5430349753880838,Boolean Expressions,OBJ2100,Challenges,663
norway22103,-1,0.5305210597642367,0.8324497067119496,Boolean Expressions,OBJ2100,Challenges,664
norway22103,0,0.5310677819530919,0.8336352168808572,Boolean Expressions,OBJ2100,Coding,666
norway22103,0,0.46915575001893034,0.6993854188447258,Boolean Expressions,OBJ2100,Coding,667
norway22103,1,0.3864996479581585,0.5201542635837777,Boolean Expressions,OBJ2100,Coding,668
norway22103,1,0.524436938847818,0.8192569236819045,Boolean Expressions,OBJ2100,Coding,671
norway22103,-1,0.5846515946863656,0.9498261383013933,Boolean Expressions,OBJ2100,Coding,672
norway22103,1,0.2882029528090326,0.4009804206341291,Inheritance,OBJ2100,Coding,673
norway22103,1,0.412557379151268,0.7320421677803138,Inheritance,OBJ2100,Coding,674
norway22103,-1,0.48175580010944247,0.9162652052387694,Inheritance,OBJ2100,Coding,675
norway22103,1,0.2582415596465166,0.40039325779681856,ArrayLists,OBJ2100,Coding,676
norway22103,-1,0.3647371483610931,0.731948337382735,ArrayLists,OBJ2100,Coding,677
norway22103,0,0.2575611057437276,0.3258955524688415,Objects and Classes,OBJ2100,Coding,678
norway22103,1,0.2045876602816219,0.20887838534996167,Objects and Classes,OBJ2100,Coding,679
norway22103,1,0.37415378884991723,0.5834462057227496,Objects and Classes,OBJ2100,Coding,680
norway22103,-1,0.5084347581892151,0.8800698912880422,Objects and Classes,OBJ2100,Coding,681
norway22113,1,0.28315409320965323,0.3209338827316564,Variables and Operations,OBJ2100,Coding,14
norway22113,0,0.3921816814138964,0.6167870448242166,Variables and Operations,OBJ2100,Coding,16
norway22113,0,0.3453646354957364,0.4897460701236392,Variables and Operations,OBJ2100,Coding,17
norway22113,0,0.30093296637156386,0.3691779641612144,Variables and Operations,OBJ2100,Coding,18
norway22113,0,0.2642692729953328,0.2696887449827619,Variables and Operations,OBJ2100,Coding,19
norway22113,0,0.23735018359889165,0.1966421166039873,Variables and Operations,OBJ2100,Coding,20
norway22113,1,0.21923352211181046,0.14748142548172996,Variables and Operations,OBJ2100,Coding,21
norway22113,0,0.30441750335200535,0.3786334726345455,Variables and Operations,OBJ2100,Coding,24
norway22113,1,0.2669753458182501,0.2770318424014908,Variables and Operations,OBJ2100,Coding,25
norway22113,0,0.3739403161006688,0.5672879620902751,Variables and Operations,OBJ2100,Coding,29
norway22113,1,0.3272625051569329,0.4406248101787343,Variables and Operations,OBJ2100,Coding,30
norway22113,1,0.43275203342572616,0.7268772259206095,Variables and Operations,OBJ2100,Coding,34
norway22113,-1,0.49623839394668395,0.8991514256826716,Variables and Operations,OBJ2100,Coding,35
norway22113,0,0.49738641266486383,0.9022666460916446,Variables and Operations,OBJ2100,Challenges,41
norway22113,1,0.4754082795555297,0.8426276108310753,Variables and Operations,OBJ2100,Challenges,42
norway22113,0,0.5139102930777184,0.9471052264060542,Variables and Operations,OBJ2100,Challenges,44
