skill,param,class,value
Variables and Operations,prior,default,0.07405819974541984
Variables and Operations,learns,norway22103,0.006899249471502888
Variables and Operations,learns,norway22113,0.005604804734881104
Variables and Operations,learns,norway22115,0.0051716760986631125
Variables and Operations,learns,norway22116,0.008165864814179124
Variables and Operations,learns,norway22117,0.009504482865762815
Variables and Operations,learns,norway22118,0.03133573487112647
Variables and Operations,learns,norway22120,0.009849599524221191
Variables and Operations,learns,norway22121,0.015278704776677195
Variables and Operations,learns,norway22125,0.0051716760986631125
Variables and Operations,learns,norway22126,0.009849599524221191
Variables and Operations,learns,norway22128,0.0051716760986631125
Variables and Operations,learns,norway22130,0.023623749516404467
Variables and Operations,learns,norway22133,0.009849599524221191
Variables and Operations,learns,norway22135,0.01271269519597869
Variables and Operations,learns,norway22139,0.006899249471502888
Variables and Operations,learns,norway22140,0.005604804734881104
Variables and Operations,learns,norway22141,0.015278704776677199
Variables and Operations,learns,norway22144,0.005604804734881104
Variables and Operations,learns,norway22145,0.049479388513267865
Variables and Operations,learns,norway22147,0.006899249471502888
Variables and Operations,learns,norway22148,0.009849599524221188
Variables and Operations,learns,norway22151,0.006327181733239155
Variables and Operations,learns,norway22152,0.050879109944944004
Variables and Operations,learns,norway22153,0.0051716760986631125
Variables and Operations,learns,norway22155,0.007527140169304724
Variables and Operations,learns,norway22156,0.02690875616696688
Variables and Operations,learns,norway22157,0.012712695195978686
Variables and Operations,learns,norway22158,0.009504482865762815
Variables and Operations,learns,norway22161,0.006899249471502888
Variables and Operations,learns,norway22165,0.06644197850080429
Variables and Operations,learns,norway22166,0.05578354688498581
Variables and Operations,learns,norway22167,0.005928725579134706
Variables and Operations,learns,norway22168,0.03210443315390592
Variables and Operations,learns,norway22172,0.03210443315390592
Variables and Operations,learns,norway22173,0.006899249471502888
Variables and Operations,learns,norway22176,0.012712695195978686
Variables and Operations,learns,norway22178,0.005604804734881104
Variables and Operations,learns,norway22179,0.009849599524221191
Variables and Operations,learns,norway22181,0.00818968290271175
Variables and Operations,learns,norway22182,0.01144053676516663
Variables and Operations,guesses,BmiCalculator2,0.18529332051532915
Variables and Operations,guesses,DisplayTime2,0.034640414562503614
Variables and Operations,guesses,FahrenheitToCelsius,0.15432879643984176
Variables and Operations,guesses,JDecInc2,0.15668293834838393
Variables and Operations,guesses,JDecInc3,0.18788494577030804
Variables and Operations,guesses,PythagoreanTheorem2,0.14792269582794293
Variables and Operations,guesses,VendingMachine2,0.16114102101673075
Variables and Operations,slips,BmiCalculator2,0.5594255513796793
Variables and Operations,slips,DisplayTime2,0.6002992934449799
Variables and Operations,slips,FahrenheitToCelsius,0.3769118889108417
Variables and Operations,slips,JDecInc2,0.36398887801922697
Variables and Operations,slips,JDecInc3,0.5822541453984434
Variables and Operations,slips,PythagoreanTheorem2,0.5833430980536898
Variables and Operations,slips,VendingMachine2,0.555659333341462
Variables and Operations,forgets,norway22103,0.0
Variables and Operations,forgets,norway22113,0.0
Variables and Operations,forgets,norway22115,0.0
Variables and Operations,forgets,norway22116,0.0
Variables and Operations,forgets,norway22117,0.0
Variables and Operations,forgets,norway22118,0.0
Variables and Operations,forgets,norway22120,0.0
Variables and Operations,forgets,norway22121,0.0
Variables and Operations,forgets,norway22125,0.0
Variables and Operations,forgets,norway22126,0.0
Variables and Operations,forgets,norway22128,0.0
Variables and Operations,forgets,norway22130,0.0
Variables and Operations,forgets,norway22133,0.0
Variables and Operations,forgets,norway22135,0.0
Variables and Operations,forgets,norway22139,0.0
Variables and Operations,forgets,norway22140,0.0
Variables and Operations,forgets,norway22141,0.0
Variables and Operations,forgets,norway22144,0.0
Variables and Operations,forgets,norway22145,0.0
Variables and Operations,forgets,norway22147,0.0
Variables and Operations,forgets,norway22148,0.0
Variables and Operations,forgets,norway22151,0.0
Variables and Operations,forgets,norway22152,0.0
Variables and Operations,forgets,norway22153,0.0
Variables and Operations,forgets,norway22155,0.0
Variables and Operations,forgets,norway22156,0.0
Variables and Operations,forgets,norway22157,0.0
Variables and Operations,forgets,norway22158,0.0
Variables and Operations,forgets,norway22161,0.0
Variables and Operations,forgets,norway22165,0.0
Variables and Operations,forgets,norway22166,0.0
Variables and Operations,forgets,norway22167,0.0
Variables and Operations,forgets,norway22168,0.0
Variables and Operations,forgets,norway22172,0.0
Variables and Operations,forgets,norway22173,0.0
Variables and Operations,forgets,norway22176,0.0
Variables and Operations,forgets,norway22178,0.0
Variables and Operations,forgets,norway22179,0.0
Variables and Operations,forgets,norway22181,0.0
Variables and Operations,forgets,norway22182,0.0
Boolean Expressions,prior,default,0.5767266595757974
Boolean Expressions,learns,norway22103,0.9999803051195505
Boolean Expressions,learns,norway22113,0.9980589194125684
Boolean Expressions,learns,norway22115,0.9980589194125683
Boolean Expressions,learns,norway22117,0.9999803051180031
Boolean Expressions,learns,norway22118,0.9999802294403018
Boolean Expressions,learns,norway22120,0.9999802818198701
Boolean Expressions,learns,norway22121,0.9993891095191294
Boolean Expressions,learns,norway22126,0.9999803051202387
Boolean Expressions,learns,norway22130,0.9999802294403018
Boolean Expressions,learns,norway22135,0.9999803051202388
Boolean Expressions,learns,norway22141,0.9993891095191294
Boolean Expressions,learns,norway22144,0.9980663499145366
Boolean Expressions,learns,norway22145,0.9999803051202388
Boolean Expressions,learns,norway22148,0.9980663498470823
Boolean Expressions,learns,norway22154,0.9980640665870188
Boolean Expressions,learns,norway22155,0.9999803051179974
Boolean Expressions,learns,norway22165,0.9999802292199563
Boolean Expressions,learns,norway22166,0.9999802818198701
Boolean Expressions,learns,norway22167,0.9993891095191294
Boolean Expressions,learns,norway22172,0.9993891095191293
Boolean Expressions,learns,norway22173,0.9980589194124325
Boolean Expressions,learns,norway22178,0.9980589194124325
Boolean Expressions,learns,norway22179,0.998064066587019
Boolean Expressions,learns,norway22181,0.9980589343989201
Boolean Expressions,guesses,JBooleanDryHot2,0.010043524300746474
Boolean Expressions,guesses,JBooleanDryHot3,0.5116454705802853
Boolean Expressions,guesses,JBooleanDryHot4,6.9476527025202515e-15
Boolean Expressions,guesses,JFailCourse2,0.0386483979552502
Boolean Expressions,guesses,JFailCourse3,5.292266120878426e-05
Boolean Expressions,guesses,JPhoneAge2,0.030355307075805412
Boolean Expressions,guesses,JRentCar2,9.963853498191608e-05
Boolean Expressions,guesses,JRentCar3,6.054483914987417e-21
Boolean Expressions,guesses,JThreeBoolean2,7.929977134714534e-07
Boolean Expressions,guesses,JThreeBoolean3,0.10780809973899837
Boolean Expressions,slips,JBooleanDryHot2,0.30769230769230654
Boolean Expressions,slips,JBooleanDryHot3,0.38461538461538464
Boolean Expressions,slips,JBooleanDryHot4,0.8571428559732014
Boolean Expressions,slips,JFailCourse2,0.32331377703012903
Boolean Expressions,slips,JFailCourse3,0.6153844383743325
Boolean Expressions,slips,JPhoneAge2,0.37159818951930584
Boolean Expressions,slips,JRentCar2,0.3076923070797912
Boolean Expressions,slips,JRentCar3,0.7734891497081873
Boolean Expressions,slips,JThreeBoolean2,0.7191878934659421
Boolean Expressions,slips,JThreeBoolean3,0.5389265373531275
Boolean Expressions,forgets,norway22103,0.0
Boolean Expressions,forgets,norway22113,0.0
Boolean Expressions,forgets,norway22115,0.0
Boolean Expressions,forgets,norway22117,0.0
Boolean Expressions,forgets,norway22118,0.0
Boolean Expressions,forgets,norway22120,0.0
Boolean Expressions,forgets,norway22121,0.0
Boolean Expressions,forgets,norway22126,0.0
Boolean Expressions,forgets,norway22130,0.0
Boolean Expressions,forgets,norway22135,0.0
Boolean Expressions,forgets,norway22141,0.0
Boolean Expressions,forgets,norway22144,0.0
Boolean Expressions,forgets,norway22145,0.0
Boolean Expressions,forgets,norway22148,0.0
Boolean Expressions,forgets,norway22154,0.0
Boolean Expressions,forgets,norway22155,0.0
Boolean Expressions,forgets,norway22165,0.0
Boolean Expressions,forgets,norway22166,0.0
Boolean Expressions,forgets,norway22167,0.0
Boolean Expressions,forgets,norway22172,0.0
Boolean Expressions,forgets,norway22173,0.0
Boolean Expressions,forgets,norway22178,0.0
Boolean Expressions,forgets,norway22179,0.0
Boolean Expressions,forgets,norway22181,0.0
Strings,prior,default,0.009569802339724426
Strings,learns,norway22113,1.0088207197110902e-08
Strings,learns,norway22115,1.008820709366585e-08
Strings,learns,norway22116,1.4123489905427571e-08
Strings,learns,norway22117,4.037495940616041e-07
Strings,learns,norway22118,1.008820709366585e-08
Strings,learns,norway22126,2.5833418421243075e-08
Strings,learns,norway22128,1.0106241018350336e-08
Strings,learns,norway22130,1.1189275681245038e-08
Strings,learns,norway22133,1.428582073996521e-08
Strings,learns,norway22135,1.0215710346529603e-08
Strings,learns,norway22139,2.3539012390964406e-08
Strings,learns,norway22140,1.008820709366585e-08
Strings,learns,norway22141,6.934565774269071e-08
Strings,learns,norway22144,1.0088212940994895e-08
Strings,learns,norway22145,5.729880692468003e-07
Strings,learns,norway22148,2.3539012390964416e-08
Strings,learns,norway22152,6.569092940616082e-08
Strings,learns,norway22154,1.0090327181646715e-08
Strings,learns,norway22155,6.578885187418436e-08
Strings,learns,norway22156,1.3685822896713556e-08
Strings,learns,norway22158,6.934565774269071e-08
Strings,learns,norway22159,3.529727261197095e-08
Strings,learns,norway22162,2.3539012390964416e-08
Strings,learns,norway22165,7.17773015498964e-08
Strings,learns,norway22166,6.568913410087679e-08
Strings,learns,norway22167,1.4123489905427571e-08
Strings,learns,norway22172,2.2639582255472092e-07
Strings,learns,norway22173,6.634006465199751e-08
Strings,learns,norway22178,1.008820709366585e-08
Strings,learns,norway22179,2.5833418421243075e-08
Strings,guesses,Initials2,0.17788584248032185
Strings,guesses,Initials3,0.24016388445057218
Strings,guesses,JCharAt2,0.6620858709730163
Strings,guesses,JEscapeChar2,0.33262058358315777
Strings,guesses,JEscapeChar3,0.05005742885085519
Strings,guesses,JStringEqual2,0.21709617185759836
Strings,guesses,StringAddition2,0.24941615122593674
Strings,slips,Initials2,0.010872218551134157
Strings,slips,Initials3,0.9657079647901716
Strings,slips,JCharAt2,0.0023070631239734897
Strings,slips,JEscapeChar2,0.027388058416132812
Strings,slips,JEscapeChar3,0.9999720831986656
Strings,slips,JStringEqual2,7.601896902925013e-05
Strings,slips,StringAddition2,0.15250558932514813
Strings,forgets,norway22113,0.0
Strings,forgets,norway22115,0.0
Strings,forgets,norway22116,0.0
Strings,forgets,norway22117,0.0
Strings,forgets,norway22118,0.0
Strings,forgets,norway22126,0.0
Strings,forgets,norway22128,0.0
Strings,forgets,norway22130,0.0
Strings,forgets,norway22133,0.0
Strings,forgets,norway22135,0.0
Strings,forgets,norway22139,0.0
Strings,forgets,norway22140,0.0
Strings,forgets,norway22141,0.0
Strings,forgets,norway22144,0.0
Strings,forgets,norway22145,0.0
Strings,forgets,norway22148,0.0
Strings,forgets,norway22152,0.0
Strings,forgets,norway22154,0.0
Strings,forgets,norway22155,0.0
Strings,forgets,norway22156,0.0
Strings,forgets,norway22158,0.0
Strings,forgets,norway22159,0.0
Strings,forgets,norway22162,0.0
Strings,forgets,norway22165,0.0
Strings,forgets,norway22166,0.0
Strings,forgets,norway22167,0.0
Strings,forgets,norway22172,0.0
Strings,forgets,norway22173,0.0
Strings,forgets,norway22178,0.0
Strings,forgets,norway22179,0.0
If-Else,prior,default,0.6191319700059577
If-Else,learns,norway22113,0.041804239603155435
If-Else,learns,norway22115,0.05282684228171335
If-Else,learns,norway22117,0.123940764591641
If-Else,learns,norway22118,0.22032866024702766
If-Else,learns,norway22120,0.062239576542332774
If-Else,learns,norway22121,0.062239576542332774
If-Else,learns,norway22126,0.3929403372535338
If-Else,learns,norway22128,0.10447971267957704
If-Else,learns,norway22130,0.123940764591641
If-Else,learns,norway22135,0.041804239603155435
If-Else,learns,norway22136,0.25748196320461003
If-Else,learns,norway22141,0.15487606739634507
If-Else,learns,norway22144,0.2246640440226669
If-Else,learns,norway22145,0.15487606739634507
If-Else,learns,norway22153,0.1714606538697468
If-Else,learns,norway22158,0.05036216656433469
