user_id,correct,correct_predictions,state_predictions,skill_name,class,type
norway22103,0,0.1885275142676161,0.21044628851434416,Variables and Operations,OBJ2100,Challenges
norway22103,0,0.20105879799389803,0.17965225155173403,Variables and Operations,OBJ2100,Challenges
norway22103,0,0.06738214535085978,0.16719575380650573,Variables and Operations,OBJ2100,Challenges
norway22103,0,0.20505469759704925,0.1622183571659756,Variables and Operations,OBJ2100,Challenges
norway22103,0,0.18846334108646143,0.16023922988584907,Variables and Operations,OBJ2100,Challenges
norway22103,-1,0.20443657410059102,0.15945382230551924,Variables and Operations,OBJ2100,Challenges
norway22103,0,0.4298202987388565,0.032455907261239765,Boolean Expressions,OBJ2100,Challenges
norway22103,1,0.4431758421325447,0.02535950885376429,Boolean Expressions,OBJ2100,Challenges
norway22103,1,0.6436331736717985,0.03253464832613487,Boolean Expressions,OBJ2100,Challenges
norway22103,-1,0.6889097442868238,0.03454160046109042,Boolean Expressions,OBJ2100,Challenges
norway22113,0,0.1885275142676161,0.21044628851434416,Variables and Operations,OBJ2100,Challenges
norway22113,1,0.20105879799389803,0.17965225155173403,Variables and Operations,OBJ2100,Challenges
norway22113,0,0.22066806718386794,0.2662381643265028,Variables and Operations,OBJ2100,Challenges
norway22113,0,0.07282974443968315,0.20278681277244104,Variables and Operations,OBJ2100,Challenges
norway22113,0,0.1890174400091674,0.1765335231612017,Variables and Operations,OBJ2100,Challenges
norway22113,0,0.20588822513728539,0.16594627877927182,Variables and Operations,OBJ2100,Challenges
norway22113,0,0.1682519413302517,0.16172101570373731,Variables and Operations,OBJ2100,Challenges
norway22113,-1,0.2045680357969809,0.1600417799621478,Variables and Operations,OBJ2100,Challenges
norway22113,0,0.21906826939949411,0.28790400227735,Strings,OBJ2100,Challenges
norway22113,1,0.22313033340681337,0.25750359255817357,Strings,OBJ2100,Challenges
norway22113,0,0.3669759916398941,0.5135581866714508,Strings,OBJ2100,Challenges
norway22113,0,0.3010865924033138,0.3036142254477283,Strings,OBJ2100,Challenges
norway22113,0,0.06398417708363809,0.26014018161728836,Strings,OBJ2100,Challenges
norway22113,0,0.19605663528448142,0.2530103600305892,Strings,OBJ2100,Challenges
norway22113,0,0.4110458940483914,0.25188934173026345,Strings,OBJ2100,Challenges
norway22113,-1,0.1953300579837213,0.25171427021768245,Strings,OBJ2100,Challenges
norway22113,1,0.6436043227473045,0.032455907261239765,Boolean Expressions,OBJ2100,Challenges
norway22113,0,0.43102541863349697,0.03451964872228439,Boolean Expressions,OBJ2100,Challenges
norway22113,0,0.3814718924275743,0.025361311610253973,Boolean Expressions,OBJ2100,Challenges
norway22113,0,0.687283395885398,0.025353369440016222,Boolean Expressions,OBJ2100,Challenges
norway22113,0,0.22036813272981703,0.025353362617010905,Boolean Expressions,OBJ2100,Challenges
norway22113,1,0.6859619364654342,0.025353362611149403,Boolean Expressions,OBJ2100,Challenges
