user_id,correct,correct_predictions,state_predictions,skill_name,class,type
norway22101,0,0.18405526666214123,0.43950075432624464,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.18697243575878308,0.5197664317350212,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.1894181988955299,0.5870614113707171,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.19148230054202042,0.6438550052308927,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.19323401576388965,0.6920533112778254,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.1947276532259002,0.7331506281352569,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.19600636786584846,0.7683343605099484,Variables and Operations,OBJ2000,Challenges
norway22101,-1,0.19710486024139853,0.7985592915067151,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.2941923480265263,0.8307202574073623,Variables and Operations,OBJ2000,Coding
norway22101,0,0.2948168587032399,0.8519139311816097,Variables and Operations,OBJ2000,Coding
norway22101,0,0.29537170019092873,0.8707432801822915,Variables and Operations,OBJ2000,Coding
norway22101,0,0.29585315903272413,0.8870822828754619,Variables and Operations,OBJ2000,Coding
norway22101,0,0.2962716063489025,0.9012828982395774,Variables and Operations,OBJ2000,Coding
norway22101,-1,0.20128741941875186,0.9136420770946401,Variables and Operations,OBJ2000,Coding
norway22101,0,0.27045814695601683,0.22397733220873242,Strings,OBJ2000,Challenges
norway22101,-1,0.27016177559163956,0.22181058142386667,Strings,OBJ2000,Challenges
norway22101,0,0.2977987283995902,0.19346662945635917,Arrays,OBJ2000,Coding
norway22101,1,0.26786006083714764,0.12072558312154408,Arrays,OBJ2000,Coding
norway22101,0,0.34457715059371463,0.3071227021321175,Arrays,OBJ2000,Coding
norway22101,1,0.29473300331899654,0.18601793289455823,Arrays,OBJ2000,Coding
norway22101,0,0.39387019653872324,0.4268884776661004,Arrays,OBJ2000,Coding
norway22101,0,0.3298564874240748,0.2713563661898571,Arrays,OBJ2000,Coding
norway22101,0,0.2852558496451813,0.16299158834962044,Arrays,OBJ2000,Coding
norway22101,0,0.2589474840636803,0.0990709734536552,Arrays,OBJ2000,Coding
norway22101,1,0.2449274244919778,0.06500687221083848,Arrays,OBJ2000,Coding
norway22101,0,0.2921663078741966,0.17978171306653323,Arrays,OBJ2000,Coding
norway22101,1,0.262804619516798,0.10844253510147096,Arrays,OBJ2000,Coding
norway22101,1,0.5257041819940306,0.025089362446268124,If-Else,OBJ2000,Challenges
norway22101,0,0.4952753774452898,0.12878057838618764,If-Else,OBJ2000,Challenges
norway22101,1,0.4480567063834058,0.2896860589032157,If-Else,OBJ2000,Challenges
norway22101,-1,0.45816771632768477,0.2552311096848341,If-Else,OBJ2000,Challenges
norway22101,0,0.3738569413308427,0.3436370479169579,If-Else,OBJ2000,Coding
norway22101,0,0.2996125206977463,0.5359986494833071,If-Else,OBJ2000,Coding
norway22101,0,0.23923828005640768,0.692423678112906,If-Else,OBJ2000,Coding
norway22101,0,0.19367219390613544,0.8104819137922252,If-Else,OBJ2000,Coding
norway22101,0,0.16331990690220993,0.8891223623200691,If-Else,OBJ2000,Coding
norway22101,0,0.14474750044338774,0.9372420435149098,If-Else,OBJ2000,Coding
norway22101,0,0.1339676359701831,0.9651718458765093,If-Else,OBJ2000,Coding
norway22101,0,0.1279016507145482,0.9808883485968716,If-Else,OBJ2000,Coding
norway22101,0,0.12454763048851986,0.9895783578509425,If-Else,OBJ2000,Coding
norway22101,0,0.12271109998960303,0.9943366675674791,If-Else,OBJ2000,Coding
norway22101,0,0.12171085057553845,0.9969282371105442,If-Else,OBJ2000,Coding
norway22101,0,0.12116766015351663,0.9983356018477814,If-Else,OBJ2000,Coding
norway22101,0,0.12087314493664143,0.9990986681943255,If-Else,OBJ2000,Coding
norway22101,0,0.12071359739386596,0.9995120436452019,If-Else,OBJ2000,Coding
norway22101,0,0.12062720604421458,0.9997358770085539,If-Else,OBJ2000,Coding
norway22101,0,0.12058043889726079,0.9998570471006901,If-Else,OBJ2000,Coding
norway22101,0,0.1205551253969856,0.9999226324391258,If-Else,OBJ2000,Coding
norway22101,0,0.1205414250541692,0.9999581289769627,If-Else,OBJ2000,Coding
norway22101,0,0.1205340103590822,0.9999773398834509,If-Else,OBJ2000,Coding
norway22101,0,0.12052999757532136,0.9999877366985166,If-Else,OBJ2000,Coding
norway22101,0,0.12052782590882886,0.9999933633198976,If-Else,OBJ2000,Coding
