user_id,correct,correct_predictions,state_predictions,skill_name,class,type,order_id
norway22101,0,0.201955497407722,0.09455983889657417,Variables and Operations,OBJ2000,Challenges,5835
norway22101,0,0.21261360369718357,0.10871807907080695,Variables and Operations,OBJ2000,Challenges,5836
norway22101,0,0.16916523146602136,0.11773654502310875,Variables and Operations,OBJ2000,Challenges,5837
norway22101,0,0.1732985246591273,0.1235340015923449,Variables and Operations,OBJ2000,Challenges,5838
norway22101,0,0.037802013240396684,0.1272828474490419,Variables and Operations,OBJ2000,Challenges,5839
norway22101,0,0.17501170146796735,0.12971621806593925,Variables and Operations,OBJ2000,Challenges,5840
norway22101,0,0.21350025923657728,0.13129961434677911,Variables and Operations,OBJ2000,Challenges,5841
norway22101,-1,0.2138245310817215,0.13233158507075238,Variables and Operations,OBJ2000,Challenges,5842
norway22101,0,0.1802287405703771,0.0036214695422983503,Strings,OBJ2000,Challenges,5849
norway22101,-1,0.1975884114215516,0.02472105312769718,Strings,OBJ2000,Challenges,5850
norway22101,1,0.49884872453740936,0.3723189016220962,If-Else,OBJ2000,Challenges,5872
norway22101,0,0.2324773354058394,0.642259948960219,If-Else,OBJ2000,Challenges,5873
norway22101,1,0.5572238043130102,0.4996233780391221,If-Else,OBJ2000,Challenges,5874
norway22101,-1,0.6002180169942484,0.7450614302701102,If-Else,OBJ2000,Challenges,5875
norway22101,1,0.6109236163714014,0.0028832928692623756,Arrays,OBJ2000,Challenges,5916
norway22101,0,0.5338929585698884,0.00611479405751799,Arrays,OBJ2000,Challenges,5917
norway22101,0,0.30060970722465175,0.0014018465843949285,Arrays,OBJ2000,Challenges,5918
norway22101,-1,0.6103455538794209,0.0014018465639473818,Arrays,OBJ2000,Challenges,5919
norway22102,0,0.20715206763144728,0.09455983889657417,Variables and Operations,OBJ2000,Challenges,9
norway22102,0,0.16807464021729795,0.10871807907080695,Variables and Operations,OBJ2000,Challenges,37
norway22102,0,0.036224464891920556,0.11773654502310875,Variables and Operations,OBJ2000,Challenges,48
