user_id,correct,correct_predictions,state_predictions,skill_name,class
norway22101,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22101,0,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22101,0,0.1340156089602667,0.033110993196089754,Variables and Operations,OBJ2000
norway22101,0,0.12253277163290854,0.012522006863201759,Variables and Operations,OBJ2000
norway22101,0,0.11816597689532635,0.004692245402034095,Variables and Operations,OBJ2000
norway22101,0,0.11653518119622357,0.001768191929591083,Variables and Operations,OBJ2000
norway22101,0,0.11593028899925145,0.0006836065765740863,Variables and Operations,OBJ2000
norway22101,-1,0.11570649071827825,0.00028233121083302295,Variables and Operations,OBJ2000
norway22101,0,0.293793782802631,0.6214080864115743,Strings,OBJ2000
norway22101,-1,0.251642602941403,0.5322534285395853,Strings,OBJ2000
norway22101,1,0.5632136309793356,0.84468017367633,If-Else,OBJ2000
norway22101,0,0.6667773774398444,1.0,If-Else,OBJ2000
norway22101,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22101,-1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22101,1,0.7128243513127708,0.28706096428655997,Arrays,OBJ2000
norway22101,0,0.4999997662056838,0.49992004123415135,Arrays,OBJ2000
norway22101,0,8.1453452427993e-05,0.9999193742450057,Arrays,OBJ2000
norway22101,-1,8.472610422697156e-07,0.9999999934999945,Arrays,OBJ2000
norway22102,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22102,0,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22102,0,0.1340156089602667,0.033110993196089754,Variables and Operations,OBJ2000
norway22102,1,0.12253277163290854,0.012522006863201759,Variables and Operations,OBJ2000
norway22102,0,0.15393720078212642,0.06883085668073667,Variables and Operations,OBJ2000
norway22102,-1,0.1303899372757273,0.026610082085673913,Variables and Operations,OBJ2000
norway22102,1,0.5632136309793356,0.84468017367633,If-Else,OBJ2000
norway22102,0,0.6667773774398444,1.0,If-Else,OBJ2000
norway22102,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22102,-1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22102,1,0.5481371290773169,0.07018080564962921,While Loops,OBJ2000
norway22102,0,0.5485732098007758,0.09782711346037784,While Loops,OBJ2000
norway22102,0,0.5489210908743841,0.11988180821096717,While Loops,OBJ2000
norway22102,0,0.5492500227762049,0.1407351780512606,While Loops,OBJ2000
norway22102,0,0.5495615046695792,0.16048226577711833,While Loops,OBJ2000
norway22102,-1,0.5498568816443974,0.17920834635516616,While Loops,OBJ2000
norway22103,0,0.16940017332913354,0.20039596449211985,Variables and Operations,OBJ2100
norway22103,0,0.16385390888394158,0.17613763456742165,Variables and Operations,OBJ2100
norway22103,0,0.15942671980915157,0.15677393233566517,Variables and Operations,OBJ2100
norway22103,0,0.15593473920554438,0.1415006581508426,Variables and Operations,OBJ2100
norway22103,0,0.15320625331166784,0.12956676793291014,Variables and Operations,OBJ2100
norway22103,-1,0.1826483690286587,0.12031062895101932,Variables and Operations,OBJ2100
norway22103,0,0.4452357182899133,0.6816608059817914,Boolean Expressions,OBJ2100
norway22103,1,0.3851822313685128,0.5284001663277175,Boolean Expressions,OBJ2100
norway22103,1,0.48451511834964095,0.7819045434730253,Boolean Expressions,OBJ2100
norway22103,-1,0.6792935754302479,0.9198177008592402,Boolean Expressions,OBJ2100
norway22104,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22104,1,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22104,0,0.3110391404557846,0.35051817808036045,Variables and Operations,OBJ2000
norway22104,0,0.20827226672623983,0.16625485549108077,Variables and Operations,OBJ2000
norway22104,0,0.15382986542135235,0.06863840195783054,Variables and Operations,OBJ2000
norway22104,0,0.13034661242620044,0.026532399653244193,Variables and Operations,OBJ2000
norway22104,1,0.12112495666027862,0.009997762862840114,Variables and Operations,OBJ2000
norway22104,-1,0.14655815678843495,0.05560006435958079,Variables and Operations,OBJ2000
norway22104,0,0.293793782802631,0.6214080864115743,Strings,OBJ2000
norway22104,1,0.251642602941403,0.5322534285395853,Strings,OBJ2000
norway22104,0,0.4727871869816363,0.9999999968506129,Strings,OBJ2000
norway22104,1,0.4727871860064225,0.999999994787922,Strings,OBJ2000
norway22104,0,0.4727871884706262,1.0,Strings,OBJ2000
norway22104,1,0.4727871884706262,1.0,Strings,OBJ2000
norway22104,1,0.4727871884706262,1.0,Strings,OBJ2000
norway22104,-1,0.4727871884706262,1.0,Strings,OBJ2000
norway22104,1,0.5070410026508304,0.6816608059817914,Boolean Expressions,OBJ2000
norway22104,1,0.7372871722503177,0.999999812038092,Boolean Expressions,OBJ2000
norway22104,1,0.7372873081981312,0.9999999999999237,Boolean Expressions,OBJ2000
norway22104,1,0.7372873081981862,0.9999999999999999,Boolean Expressions,OBJ2000
norway22104,0,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22104,1,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22104,1,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22104,1,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22104,0,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22104,1,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22104,-1,0.7372873081981863,1.0,Boolean Expressions,OBJ2000
norway22105,1,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22105,0,0.44658416607062995,0.5935534663384286,Variables and Operations,OBJ2000
norway22105,0,0.3110010131938779,0.35044981503976963,Variables and Operations,OBJ2000
norway22105,0,0.2082490566257961,0.16621323925746206,Variables and Operations,OBJ2000
norway22105,0,0.1538191658320515,0.06861921735287595,Variables and Operations,OBJ2000
norway22105,0,0.13034229424595908,0.026524657058671318,Variables and Operations,OBJ2000
norway22105,0,0.12112330674836366,0.009994804533561486,Variables and Operations,OBJ2000
norway22105,-1,0.11763783582328356,0.00374527654720073,Variables and Operations,OBJ2000
norway22105,0,1.2405507738099535e-09,1.240550715603303e-09,Objects and Classes,OBJ2000
norway22105,0,0.2000000000000006,0.20000000000000473,Objects and Classes,OBJ2000
norway22105,0,0.20000000000000479,0.20000000000000892,Objects and Classes,OBJ2000
norway22105,0,0.20000000000000479,0.20000000000000892,Objects and Classes,OBJ2000
norway22105,-1,0.20000000000000479,0.20000000000000892,Objects and Classes,OBJ2000
norway22107,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22107,1,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22107,1,0.3110391404557846,0.35051817808036045,Variables and Operations,OBJ2000
norway22107,1,0.5387053719907187,0.7587288664234728,Variables and Operations,OBJ2000
norway22107,0,0.6444048107002512,0.9482503441683097,Variables and Operations,OBJ2000
norway22107,1,0.6014826549804002,0.871289950817739,Variables and Operations,OBJ2000
norway22107,1,0.6594767283540481,0.9752746324811905,Variables and Operations,OBJ2000
norway22107,-1,0.6708504198085472,0.9956679178021662,Variables and Operations,OBJ2000
norway22107,1,0.293793782802631,0.6214080864115743,Strings,OBJ2000
norway22107,0,0.4727871874383544,0.999999997816625,Strings,OBJ2000
norway22107,0,0.4727871867622681,0.9999999963866236,Strings,OBJ2000
norway22107,0,0.47278718564337907,0.9999999940200429,Strings,OBJ2000
norway22107,1,0.4727871837916739,0.9999999901034706,Strings,OBJ2000
norway22107,1,0.4727871884706262,1.0,Strings,OBJ2000
norway22107,1,0.4727871884706262,1.0,Strings,OBJ2000
norway22107,-1,0.4727871884706262,1.0,Strings,OBJ2000
norway22107,1,0.5632136309793356,0.84468017367633,If-Else,OBJ2000
norway22107,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22107,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22107,0,0.6667773774398444,1.0,If-Else,OBJ2000
norway22107,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22107,-1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22108,1,0.5632136309793356,0.84468017367633,If-Else,OBJ2000
norway22108,0,0.6667773774398444,1.0,If-Else,OBJ2000
norway22108,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22108,1,0.6667773774398444,1.0,If-Else,OBJ2000
norway22108,0,0.6667773774398444,1.0,If-Else,OBJ2000
norway22108,1,0.5070410026508304,0.6816608059817914,Boolean Expressions,OBJ2000
norway22108,1,0.7372871722503177,0.999999812038092,Boolean Expressions,OBJ2000
norway22108,0,0.7372873081981312,0.9999999999999237,Boolean Expressions,OBJ2000
norway22108,-1,0.7372873081981862,0.9999999999999999,Boolean Expressions,OBJ2000
norway22109,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22109,0,0.5632136309793356,0.84468017367633,If-Else,OBJ2000
norway22109,0,0.4343766647392223,0.6514568121777813,If-Else,OBJ2000
norway22109,0,0.26405207469530284,0.3960123477931361,If-Else,OBJ2000
norway22109,-1,0.13041215494892322,0.19558575224860378,If-Else,OBJ2000
norway22109,0,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22109,0,0.1340156089602667,0.033110993196089754,Variables and Operations,OBJ2000
norway22109,0,0.12253277163290854,0.012522006863201759,Variables and Operations,OBJ2000
norway22109,0,0.11816597689532635,0.004692245402034095,Variables and Operations,OBJ2000
norway22110,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22110,0,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22110,0,0.1340156089602667,0.033110993196089754,Variables and Operations,OBJ2000
norway22110,0,0.12253277163290854,0.012522006863201759,Variables and Operations,OBJ2000
norway22112,0,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22112,0,0.16282416078297984,0.08476537641503211,Variables and Operations,OBJ2000
norway22112,-1,0.1340156089602667,0.033110993196089754,Variables and Operations,OBJ2000
norway22113,0,0.16940017332913354,0.20039596449211985,Variables and Operations,OBJ2100
norway22113,1,0.16385390888394158,0.17613763456742165,Variables and Operations,OBJ2100
norway22113,0,0.21349068747792882,0.39323967927356196,Variables and Operations,OBJ2100
norway22113,0,0.20126935735330573,0.33978585261032584,Variables and Operations,OBJ2100
norway22113,0,0.19048446642158345,0.2926147440184149,Variables and Operations,OBJ2100
norway22113,0,0.18123766094009963,0.2521709353367357,Variables and Operations,OBJ2100
norway22113,0,0.17350355397483053,0.21834338883396326,Variables and Operations,OBJ2100
norway22113,-1,0.22186729734481342,0.19063105203739228,Variables and Operations,OBJ2100
norway22113,0,0.23890037774480155,0.6214080864115743,Strings,OBJ2100
norway22113,1,0.2098249960987659,0.5426290802317992,Strings,OBJ2100
norway22113,0,0.3714938429510868,0.9806667039612419,Strings,OBJ2100
norway22113,0,0.3681904976627881,0.9717163740206441,Strings,OBJ2100
norway22113,0,0.36343771686767373,0.9588388354834853,Strings,OBJ2100
norway22113,0,0.3566860620397146,0.940545398654668,Strings,OBJ2100
norway22113,0,0.3472663880884081,0.9150230319509236,Strings,OBJ2100
norway22113,-1,0.41619328190557714,0.8802972919368417,Strings,OBJ2100
norway22113,1,0.4452357182899133,0.6816608059817914,Boolean Expressions,OBJ2100
norway22113,0,0.5200680815485548,0.8726381571363734,Boolean Expressions,OBJ2100
norway22113,0,0.48451411393579696,0.7819019801396353,Boolean Expressions,OBJ2100
norway22113,0,0.43372402296621476,0.6522821657186206,Boolean Expressions,OBJ2100
norway22113,0,0.37223162842183455,0.49534933458980984,Boolean Expressions,OBJ2100
norway22113,1,0.31109786006336093,0.339331742216755,Boolean Expressions,OBJ2100
norway22113,0,0.42174439292473037,0.6217093237888911,Boolean Expressions,OBJ2100
norway22113,0,0.35930209816449094,0.46235228180816645,Boolean Expressions,OBJ2100
norway22113,0,0.2997368395199217,0.3103376343826922,Boolean Expressions,OBJ2100
norway22113,0,0.2528159991524527,0.19059241430518178,Boolean Expressions,OBJ2100
norway22113,-1,0.09336379097067898,0.10970952173903904,Boolean Expressions,OBJ2100
norway22113,0,0.3864180897911422,0.84468017367633,If-Else,OBJ2100
norway22113,0,0.3447784275762398,0.7503266649245841,If-Else,OBJ2100
norway22113,0,0.28909959024547205,0.6241610481560733,If-Else,OBJ2100
norway22113,0,0.2248401555643861,0.4785522028856102,If-Else,OBJ2100
norway22113,0,0.16215271133913953,0.3365054137737009,If-Else,OBJ2100
norway22113,-1,0.14597712631544793,0.21892933271962683,If-Else,OBJ2100
norway22113,0,0.20579195106641965,0.07018080564962921,While Loops,OBJ2100
norway22113,1,0.1782737147318159,0.02274369995029765,While Loops,OBJ2100
norway22113,0,0.22035056932460306,0.095277570745771,While Loops,OBJ2100
norway22113,0,0.183274809931189,0.03136480047070994,While Loops,OBJ2100
norway22113,0,0.17088988576325626,0.010015141659412787,While Loops,OBJ2100
norway22113,0,0.16699957941883847,0.0033088661910658096,While Loops,OBJ2100
norway22113,0,0.16580144655393989,0.0012434738213314904,While Loops,OBJ2100
norway22113,0,0.16543469755137957,0.00061125629881164,While Loops,OBJ2100
norway22113,1,0.1653226460196486,0.0004180971046735811,While Loops,OBJ2100
norway22113,1,0.16630737148382746,0.0021156087242803255,While Loops,OBJ2100
norway22113,0,0.17071217372213243,0.00970879408770328,While Loops,OBJ2100
norway22113,0,0.16694460280774773,0.003214095171601066,While Loops,OBJ2100
norway22113,-1,0.5470492836563337,0.0012144245620644904,While Loops,OBJ2100
norway22113,1,0.5180082261071955,0.25296790884522,For Loops,OBJ2100
norway22113,0,0.5695000312069349,0.39002590757736677,For Loops,OBJ2100
norway22113,0,0.49149962543639364,0.18240880239920912,For Loops,OBJ2100
norway22113,0,0.45010411698678227,0.0722245598073307,For Loops,OBJ2100
norway22113,0,0.43290515499639837,0.02644532744003846,For Loops,OBJ2100
norway22113,-1,0.004487544525075572,0.00939027342541982,For Loops,OBJ2100
norway22113,0,1.8083086863333725e-05,1.240550715603303e-09,Objects and Classes,OBJ2100
norway22113,0,0.11927968792970801,0.3964926666860372,Objects and Classes,OBJ2100
norway22113,0,0.17641974706865382,0.5864583675632598,Objects and Classes,OBJ2100
norway22113,0,0.20966020082101028,0.6969683353459042,Objects and Classes,OBJ2100
norway22113,-1,0.7686077239259724,0.7686077239259885,Objects and Classes,OBJ2100
norway22113,0,0.33324945254821836,0.21494154509778118,Nested Loops,OBJ2100
norway22113,0,0.2507546309152193,0.07116605120209014,Nested Loops,OBJ2100
norway22113,-1,0.621183390672434,0.022057142156838808,Nested Loops,OBJ2100
norway22113,0,0.11667824385721225,0.15682687948702612,Inheritance,OBJ2100
norway22113,0,0.1485782230331336,0.2040925070570891,Inheritance,OBJ2100
norway22113,-1,0.0,0.22056014886006498,Inheritance,OBJ2100
norway22113,0,0.1249789972986393,0.34931536458025786,ArrayLists,OBJ2100
norway22113,-1,0.0,0.49733543328154717,ArrayLists,OBJ2100
norway22113,0,0.3478985092554263,0.28706096428655997,Arrays,OBJ2100
norway22113,0,0.24795955401182856,0.10997105018467167,Arrays,OBJ2100
norway22113,0,0.20652424665468624,0.03654847934854381,Arrays,OBJ2100
norway22113,0,0.19240576944787885,0.011530808214112382,Arrays,OBJ2100
norway22113,0,0.18792602603034322,0.003592788699337634,Arrays,OBJ2100
norway22113,0,0.1865371723589226,0.0011317666006726884,Arrays,OBJ2100
norway22113,0,0.18610969281428716,0.00037428103705766544,Arrays,OBJ2100
norway22113,0,0.18597841120231517,0.00014165253568283861,Arrays,OBJ2100
norway22113,0,0.1859381214820357,7.025992320164544e-05,Arrays,OBJ2100
norway22113,0,0.1859257593589789,4.835447797357594e-05,Arrays,OBJ2100
norway22113,1,0.18592196652543866,4.163364960181205e-05,Arrays,OBJ2100
norway22113,0,0.1860084020332416,0.0001947957135323819,Arrays,OBJ2100
norway22113,-1,0.9997522467686581,8.656728950266618e-05,Arrays,OBJ2100
norway22113,0,0.27834349327593305,0.03404586558077359,Two-Dimensional Arrays,OBJ2100
norway22113,1,0.25291186513978847,2.700484300387774e-06,Two-Dimensional Arrays,OBJ2100
norway22113,0,0.25291809664664483,1.1042074369908219e-05,Two-Dimensional Arrays,OBJ2100
norway22113,0,0.25291012101173604,3.6576790240232015e-07,Two-Dimensional Arrays,OBJ2100
norway22113,0,0.25291012048324996,3.650604628430556e-07,Two-Dimensional Arrays,OBJ2100
norway22113,-1,0.9999996349908158,3.650604159667892e-07,Two-Dimensional Arrays,OBJ2100
norway22113,0,0.15773810191843818,0.2150406114349259,Exception handling,OBJ2100
norway22113,0,0.15779067471251682,0.21589452689467442,Exception handling,OBJ2100
norway22113,-1,0.0,0.21669862086328934,Exception handling,OBJ2100
norway22113,0,0.20818644725913918,0.18310631849271067,File processing,OBJ2100
norway22113,1,0.35405913978840753,0.4421370793926431,File processing,OBJ2100
norway22113,-1,0.0,0.8999704342785232,File processing,OBJ2100
norway22114,1,0.22731335959482427,0.20039596449211985,Variables and Operations,OBJ2000
norway22114,1,0.44658416607062995,0.5935534663384286,Variables and Operations,OBJ2000
norway22114,1,0.6146165326517375,0.8948392897279681,Variables and Operations,OBJ2000
norway22114,0,0.6622405246619669,0.9802301816010105,Variables and Operations,OBJ2000
norway22114,1,0.6443949375478066,0.9482326413832795,Variables and Operations,OBJ2000
norway22114,1,0.6680895766869439,0.9907176638120214,Variables and Operations,OBJ2000
norway22114,0,0.672371153054267,0.9983946268131434,Variables and Operations,OBJ2000
norway22114,-1,0.6708495403771251,0.9956663409617902,Variables and Operations,OBJ2000
