user_id,correct,correct_predictions,state_predictions,skill_name,class,type
norway22101,0,0.2775106610504099,0.10666519295520825,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.2180018232895854,0.0011167055445826333,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.21780188123578934,0.0007620761795668535,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.2178012607361902,0.0007609756238075334,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.21780125881102727,0.0007609722092216848,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.21780125880505427,0.0007609721986275945,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.21780125880503573,0.0007609721985947253,Variables and Operations,OBJ2000,Challenges
norway22101,-1,0.21780125880503567,0.0007609721985946232,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.17205585773924106,0.0007670474458625119,Variables and Operations,OBJ2000,Coding
norway22101,0,0.17205210051374187,0.000760991047732846,Variables and Operations,OBJ2000,Coding
norway22101,0,0.17205208885652687,0.0007609722570759399,Variables and Operations,OBJ2000,Coding
norway22101,0,0.17205208882035922,0.000760972198776067,Variables and Operations,OBJ2000,Coding
norway22101,0,0.17205208882024697,0.0007609721985951858,Variables and Operations,OBJ2000,Coding
norway22101,-1,0.21780125880503565,0.0007609721985946246,Variables and Operations,OBJ2000,Coding
norway22101,0,0.3315837086596804,0.005703620017895653,Strings,OBJ2000,Challenges
norway22101,-1,0.33134995392594135,0.005154987273287031,Strings,OBJ2000,Challenges
norway22101,0,0.347259950584681,0.4021841653071956,Arrays,OBJ2000,Coding
norway22101,1,0.34868315257137494,0.404237745528858,Arrays,OBJ2000,Coding
norway22101,0,0.2413880294253278,0.24941844030472943,Arrays,OBJ2000,Coding
norway22101,1,0.36182897788087426,0.42320624550666364,Arrays,OBJ2000,Coding
norway22101,0,0.23969809972217404,0.24697999077553923,Arrays,OBJ2000,Coding
norway22101,0,0.3620121574096176,0.423470560664145,Arrays,OBJ2000,Coding
norway22101,0,0.34654642088225496,0.4011545922050145,Arrays,OBJ2000,Coding
norway22101,0,0.3487843410983896,0.40438375344599087,Arrays,OBJ2000,Coding
norway22101,1,0.3484663167715702,0.40392486674285955,Arrays,OBJ2000,Coding
norway22101,0,0.24141687033441306,0.2494600557050914,Arrays,OBJ2000,Coding
norway22101,1,0.3618258453189175,0.4232017254404062,Arrays,OBJ2000,Coding
norway22101,1,0.6457545166097564,0.322089512264039,If-Else,OBJ2000,Challenges
norway22101,0,0.5171860660373018,3.6758466076691065e-05,If-Else,OBJ2000,Challenges
norway22101,1,0.5171896825048653,4.581740186242374e-05,If-Else,OBJ2000,Challenges
norway22101,-1,0.5171896819128974,4.58159190347997e-05,If-Else,OBJ2000,Challenges
norway22101,0,0.11362189723399314,4.5816619975923786e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672984,4.5817370770616824e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.5817370768039736e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,0,0.11362189769672823,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,-1,0.5171896824924519,4.581737076803974e-05,If-Else,OBJ2000,Coding
norway22101,1,0.2463447312607459,0.24698055269749294,Arrays,OBJ2000,Challenges
norway22101,0,0.26582040426787057,0.27855456698975484,Arrays,OBJ2000,Challenges
norway22101,0,0.3530455813680737,0.4199642624287463,Arrays,OBJ2000,Challenges
norway22101,-1,0.34176185778527923,0.4016710589259584,Arrays,OBJ2000,Challenges
norway22101,0,0.07514976916078475,0.093132545580468,While Loops,OBJ2000,Coding
norway22101,0,0.07215765420203984,2.0474177921102006e-05,While Loops,OBJ2000,Coding
norway22101,0,0.07215765565296932,2.0519329611998527e-05,While Loops,OBJ2000,Coding
norway22101,0,0.07215765565296871,2.0519329592093097e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.0721576556529687,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,-1,0.5428934698611175,2.0519329592093108e-05,While Loops,OBJ2000,Coding
norway22101,0,0.363677447479002,0.6911262400446917,ArrayLists,OBJ2000,Coding
norway22101,1,0.363631134212693,0.5598912013831532,ArrayLists,OBJ2000,Coding
norway22101,-1,0.0,0.5318142111862527,ArrayLists,OBJ2000,Coding
norway22101,0,0.31363860395764265,0.2234907196886558,Inheritance,OBJ2000,Coding
norway22101,0,0.30717866392449594,0.09368245296622736,Inheritance,OBJ2000,Coding
norway22101,0,0.30654470418442564,0.0809434469370606,Inheritance,OBJ2000,Coding
norway22101,0,0.30648248921803783,0.07969327790924238,Inheritance,OBJ2000,Coding
norway22101,0,0.3064763836220544,0.07957058995426872,Inheritance,OBJ2000,Coding
norway22101,0,0.30647578443660944,0.0795585497149405,Inheritance,OBJ2000,Coding
norway22101,0,0.30647572563429143,0.07955736812084588,Inheritance,OBJ2000,Coding
norway22101,0,0.3064757198636028,0.07955725216263554,Inheritance,OBJ2000,Coding
norway22101,-1,0.0,0.07955724078283379,Inheritance,OBJ2000,Coding
norway22101,0,0.3252331223437267,0.22869034891542953,Objects and Classes,OBJ2000,Coding
norway22101,1,0.2747686630442713,0.16768894113832797,Objects and Classes,OBJ2000,Coding
norway22101,0,0.1974082108778857,0.07417567350536675,Objects and Classes,OBJ2000,Coding
norway22101,0,0.2764850667216076,0.1697637288619019,Objects and Classes,OBJ2000,Coding
norway22101,0,0.2754934506271692,0.16856506392870155,Objects and Classes,OBJ2000,Coding
norway22101,0,0.2755072006527547,0.16858168495128517,Objects and Classes,OBJ2000,Coding
