user_id,correct,correct_predictions,state_predictions,skill_name,class,type
norway22101,0,0.0,0.2384277276786032,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.005847578871520222,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.0015064052766245186,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.0014253760560410732,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.001423863622952454,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.0014238353929654063,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.0014238348660447944,Variables and Operations,OBJ2000,Challenges
norway22101,-1,0.0,0.0014238348562096734,Variables and Operations,OBJ2000,Challenges
norway22101,0,0.0,0.21909365690045424,Strings,OBJ2000,Challenges
norway22101,-1,0.0,0.3691079931497725,Strings,OBJ2000,Challenges
norway22101,1,0.8018135570148903,0.8018135573711943,If-Else,OBJ2000,Challenges
norway22101,0,1.9602042836840313e-07,3.884859290738486e-08,If-Else,OBJ2000,Challenges
norway22101,1,0.999999960707033,0.9999999999999984,If-Else,OBJ2000,Challenges
norway22101,-1,1.5717184309339987e-07,2.3991916837811716e-22,If-Else,OBJ2000,Challenges
norway22102,0,0.16142322317524235,0.2384277276786032,Variables and Operations,OBJ2000,Challenges
norway22102,0,0.20897022580751506,0.005847578871520196,Variables and Operations,OBJ2000,Challenges
norway22102,0,0.2098577039237788,0.001506405276624518,Variables and Operations,OBJ2000,Challenges
norway22102,1,0.20987426895129357,0.0014253760560410732,Variables and Operations,OBJ2000,Challenges
norway22102,0,0.20987457814217,0.0014238636229524538,Variables and Operations,OBJ2000,Challenges
norway22102,-1,0.0,0.0014238353929654061,Variables and Operations,OBJ2000,Challenges
norway22102,1,0.8018135570148903,0.8018135573711943,If-Else,OBJ2000,Challenges
norway22102,0,1.9602042836840313e-07,3.884859290738486e-08,If-Else,OBJ2000,Challenges
norway22102,1,0.999999960707033,0.9999999999999984,If-Else,OBJ2000,Challenges
